text,sentiment,source,datasource
realistic riveting,1,original,medium
phenomenal movie great music give great perspective original movie would recommend watching asap red heart,2,original,medium
worst mcdonald ever first waited one drive lane minute find order no sign no one notifying customer lane long parked ordered online curbside pick waiting no one deliver food went inside believing maybe short staffed employee chatting wondering around order even disappointing fry cold soggy happened tomato lettuce mayo,0,original,medium
cute eddie murphy movie,1,original,medium
great movie anybody age get lack perspective negative not make film without pushing far left hollywood lie short part movie aa parent telling aa son act pulled police shameful,1,original,medium
carmen best deserve raise nice job,2,original,medium
finally watched movie hope high book french classic one would expect french adaptation good not easy compress doorstop book one movie expected part left shortened movie good entertainment nearly three hour bored camera work good latest adaptation le trois mousquetaires writer script movie may read title book point someone may mentioned name character within closely movie resembled storyline book opinion surprised left edmond dante french sailor absolutely disappointing plus section movie felt rushed little no development character,0,original,medium
great service,2,original,medium
tried make original crap suck even good actor sucked movie,0,original,medium
came way meeting convention center minute needed figured would swing mcdonald grab food boy mistake arrived mcdonald not order food drive thru window minute time actually got food closer absolute slowest mcdonald history restaurant world double drive throughs seem prefer inside lane outside lane taking order customer inside line not three one not exactly sure going inside building slower molasses understand issue right finding employee little bit prep work would sped process little bit gave three star instead one,1,original,medium
agree omar assaad,1,original,medium
two lead actor hulk hogan loni anderson nuff said,0,original,medium
first mickey cross u qu bec canada place get seriously packed time canadian tourist saw bus stopping feed passenger short visit top regular customer traveling car like working mickey border canadian side mainly showing french worker spoke english thrilled french customer used app place order convenient worker seemed appreciate since deal extra people face face order came timely manner even ton tourist flooding food good staff friendly get huge parki,2,original,medium
holland play vet come home girl dream host problem find solace opiate transfer girl turn robbing bank fund habit decently gritty story stay focused young man journey,1,original,medium
terrible acting female actor extremely unpleasant voice really hard listen movie lack substance,0,original,medium
many homeless hang around always asking something becomes annoying want go,1,original,medium
ive seen worse year,1,original,medium
movie distinctly comic like feel interesting plot not bad except graphic editing get point,0,original,medium
not film meant appeal audience thankfully definitely not particular cup tea teen age girl fan saccharine fantasy fan composer stephen schwartz god awful music sondheim rodgers loewe absolutely heck even webber might enjoy not cinematic equivalent drinking pepto bismol,0,original,medium
not gud da first one,1,original,medium
one favorite marvel movie absolutely recommend,2,original,medium
really good movie like every movie critic hate movie love seems piece trash,2,original,medium
walk mcdonald heart waikiki great staff work tirelessly provide exceptional customer service,1,original,medium
best bagel great quick service smile always way work food service point voorhees township girl love,2,original,medium
confused play game come back watch movie memory time travel movie really enjoyable action love keep watching til understand know assassin protect badass,2,original,medium
sorry hey let typecast chris pratt make movie kid painful watch kid probably like robot fighting hopefully get message much technology stifle human connection creativity however spend insane amount money something could cgi make quite disappointed,0,original,medium
good story kept watching nice action,1,original,medium
u know actually ending better rest wedding,1,original,medium
absolutely terrible movie cheesy line realize bar high first transformer movie worth watching first time much less second recommending recommendation save time watch different movie,0,original,medium
grade c nutshell love italy best thing rom com set release select theater demand february sarah jessica parker carry cheesy love story last time saw europe paris starring sex city glamorous co star time racing around italian countryside delinquent teenager daughter tell daughter beginning movie laid back peaceful italy yet film give u either one thing no tuscan sun loved although raoul bova romanced diane lane movie love interest sarah jessica parker one uplifting theme love romantic unconditional patient parenting thing liked maggie put lot terrible behavior daughter admire patience determination also admire able walk italian cobblestone street high heel get see beautiful scenery italy although not nearly enough thing like summer rosie day maggie daughter extremely unpleasant bratty ungrateful teenager hair look like stringy cotton candy writer cindy myers josh appignanesi let u see redeemable quality could cared lot italian spoken without subtitle much racing around really time enjoy gorgeous italian landscape site scene rome short get enjoy beautiful city either film filled constant bickering supposed playful mostly annoying ton romantic clichés separate room sorry one room left hotel tonight interesting line woman take want want maggie tip parent profanity lesbian innuendo drug illegal behavior,0,original,medium
friend ate together deem best mcdonald ever twice manager came around u make sure everything going well first mcdonald,2,original,medium
romantic good clasic film wonderfull,2,original,medium
middle day fast efficient friendly fry hot everything fresh,1,original,medium
sometimes pov gimmick worst enemy overall work really well creative experiment pace slow steady character well developed endearing entertaining watch story move unexpected direction pay end brings everything together nicely,1,original,medium
great movie keep engaged end benicio del toro performance amazing watch worth actor also good music photography beautiful highly recommen,2,original,medium
came open door still locked waited minute saw someone walking around called store let friendly gave good morning smile remember got good morning back definitely get anything close smile opening place filthy floor table restroom whoever closed night even wipe table bit understandable irritated whatever lady not one left like give smile paid give literally job plus smiling release hormone make feel better thanks,0,original,medium
slowest mcdonald ever experienced completely disorganized plenty employee around nobody seems kno,0,original,medium
anthony mackie sam wilson brings modest humble ness sam wilson definitely earning title captain america movie hater movie need understand inevitability steve rogers passed title comic isnt new marvel disney bold,1,original,medium
found story interesting knew could no murder paradise resolution realistic no liked acting mood filming well worth time get glimpse world know little luckily,2,original,medium
horrible point thought movie would get better,0,original,medium
horrible movie not scary not funny not clever trash,0,original,medium
alright cashier phone order,1,original,medium
went thinking hope suck glad husky say worth ticket seat not comfy leaned back much causing back bother luckily raise leg action good surprisingly think dave bautista good job acting considering wrestler lol screen chemistry co star sofia boutella liked pretty much every role movie seen unique look sexy boy u bendy like see action drama movie think could teeth creed tho think show action et,1,original,medium
movie suck story trash also animation fight scene,0,original,medium
lot homeless people restaurant sleeping table food ok,1,original,medium
jeez critic brutal film hardly bad found funny always work watchable though cast good job especially rick moranis well cast,0,original,medium
solid action movie enough easter egg source material movie treat like non stop comedy line,2,original,medium
guy messed order wish would told apple pay wasted twenty min life get coffee put cream instead sugar hate forever lol,0,original,medium
able get without delay cashier friendly,2,original,medium
watched no expectation entertainment emotion evoked simply incredible,2,original,medium
hell mcdonalds close shm upset,0,original,medium
not funny not inspiring not worth time still pretty harsh,0,original,medium
neighborhood mcdonald meh lack luster service especially inside got ta keep drive time dining room service best c security people always pressuring people leave assumed homeless bum security give time got go food suggest minute walk apollo burger,1,original,medium
small place coffee good crowded,0,original,medium
everything went quickly done well,1,original,medium
order never corrected,0,original,medium
poorly executed disappointing waste time money worst movie seen,0,original,medium
fight scene good bit bloody violent good acting good funny dramatic rose bit edgy ke huy daniel wu great job storyline bit fuzzy somewhat anticlimactic,1,original,medium
price fast food crazy large sweet tea mcdonald corporation abusing customer profit,1,original,medium
fast food place fast cheap food expecting anything else mcdonald bound disappointed said however mcdonald job well not disappoint never gotten wrong order bad food place probably either,1,original,medium
great friendly efficient service quick bite car fast food served piping hot sauce meat ratio target french fry seasoned perfectly right amount crunch,2,original,medium
hour half life never get back,0,original,medium
rating deep water sell erotic thriller lack precisely component adrian lyne try make comeback twenty year absence cinema zach helm sam levinson screenplay hold many problem protagonist awful people incredibly toxic relationship frustrating watch lack development inexistent arc make narrative feel repetitive predictable lacking intensity messy approach secondary character subplots contributes absolutely disastrous script not even traditional third act found end ben affleck ana de armas actually good something appreciate,0,original,medium
food ok mcdonald though really surprised place looked may remodeling place not use seeing mcdonald not mcdonald fast food place around country course exception place really drop ball sad see place look like dump strong word regret say though accurate taken picture,0,original,medium
concept behind story smart visual experience plausible second half movie kick unnecessary splatter spoil rest not add art life,0,original,medium
love movie erotic hater gon na cry,2,original,medium
phenomenal must see whole family love mufasa lion king feature countless moving message change life best movie year best disney done,2,original,medium
breakfast one morning really busy great job getting food quickly food hot tasted good,2,original,medium
bad acting ok story,0,original,medium
terrible sign say door say till denied service attitude horrible,0,original,medium
generic modern sci fi okay pas time away remember part two stop,1,original,medium
one best interior found branch actually try service would expect,2,original,medium
fast food taste good not clean alot cosmetic repair needed also not one single anglo american working image diversity mcdonalds proud,1,original,medium
bad service two young lady frappe machine rude not wanting serve aware kept putting making drink seen customer came leave food getting cold bad service time around,0,original,medium
busy food came good lobby packed,1,original,medium
great place eat relax love,2,original,medium
cashier nice,1,original,medium
water time symbolism critic trying find like emperor clothes want find somethings good awful movie good grotesque long film,0,original,medium
unsentimental look world foreign place womens currency body,2,original,medium
tragicomic masterpiece one favorite movie,2,original,medium
people saying movie suck write good one face peeking eye,2,original,medium
place great day place short staff messy,1,original,medium
horrible experience food good though homeless people taking table bout table begin also price stupid hi,0,original,medium
think ever rude attitude drive worker waited waited one drive finally said hello catch attention yelled word one second finally time order asked want said well hello first would like proceeded order no total given told move forward no please thank asked always talk like customer no answer drove right never,0,original,medium
loved camera work not exactly horror film like adult version casper guardian could better face monocle victory hand,1,original,medium
character cute story worst,0,original,medium
although film amplifies element previous film felt short transformer screen time story arc central point film pay lack aspect franchise well known stylish action memorable human character,1,original,medium
fairly new mcdonalds like comfortable padded chair person table eat course great hot food serve free refill drink great choice quick lunch,2,original,medium
big bully probably suited small screen big screen dialogue tom arnold spout quite funny rick moranis acceptable job lead role even though seems playing wimpy character whole film career showdown little heavy handed obviously thrown keep movie getting dull,1,original,medium
wonderfully silly smart funny,1,original,medium
messed order something terrible asked u pay extra mess made took forever line slow slow people,0,original,medium
word not describe much love movie much venom great character action amazing,2,original,medium
everything seemed little dry fry lukewarm,1,original,medium
super entertaining recommend watch little cheesy time lot surprise expect would watch liked music seeing rus super cool main actress singing killed,1,original,medium
liked first one better,1,original,medium
slow strange end silly imagine vastly inferior version silence lamb written directed david lynch might resemble something like,0,original,medium
love mcdonald one worst service century,0,original,medium
probably worst movie starring ryan reynolds since green lantern little girl not act save life distracting plot confusing overcomplicated lead underwhelming predictable ending anything watch movie,0,original,medium
creepy kind interesting not enjoyable,1,original,medium
awful place unless desperate never return,0,original,medium
dirty restaurant burger horrible sad mcdonald level poor,0,original,medium
good service cleaned e charm new method love,2,original,medium
cast movie pretty decent flow chemistry light unserious run nice romance plot probably worst part,1,original,medium
little buddy loved movie,1,original,medium
uncomfortable watch pacing issue ending good,1,original,medium
supposed hour come morning talk close cleaning guy told intercom lobby sleeping telling drive headset,0,original,medium
people kind annoying food look like commercial close enough nice place close pier,1,original,medium
clean restaurant good customer service,2,original,medium
many problem prevent interesting world underdeveloped character estoic not engaging lack stylecit look bland music forgettable sad idris elba get big franchise shine read king book,0,original,medium
cool high tech mcdonalds,2,original,medium
defend order live otherwise five foot ground,1,original,medium
went drive poor customer service late night though understand also wait minute order others churning lesson learned chicken tender take time,0,original,medium
michael dudikoff awesome,2,original,medium
great story power imagination hold fantastic film,2,original,medium
standing legend place,1,original,medium
obviously not enough staff working ice machine broke go counter ask couple thing missing order thing mess,0,original,medium
tired close home reasonably priced,2,original,medium
area must see place great meal overall busy got almost food quick pizza quite understandable pizza would take longer thing time arrived fry almost cold no big deal keep mind pizza great service good worked mcdonald,2,original,medium
entertaining nothing acting really bad,0,original,medium
ordered using self serve machine sat table per instruction machine waited minute no food politely asked manager behind counter missed order thought prepared no apology rude manager telling u sit brought u,0,original,medium
beautifully done film great performance list cast,2,original,medium
ok not oscar material lot fun kept moving lot action humor laced enjoyed never bored pretty funny stuck drew scott realtor,1,original,medium
no hand sanitizer biscuit dry hard staff wanted take number place table refused no telling many million ppl held thing germ ugh,0,original,medium
worst mcdonald ever reckmmebdsvf,0,original,medium
friendly staff clean restaurant,1,original,medium
standard fare better renovation,1,original,medium
decent mcdonald recently remodeled clean everything new tend attract transient population,1,original,medium
text fast food,1,original,medium
would rather pour salt eye watch disappointment phoenix gaga read script run away never know,0,original,medium
really original simple affective cage obvs brilliant crazy,1,original,medium
know even bother type movie basic action netflix movie going forget less week poor writing structure lack luster script basic generic action one thing made movie better others character not necessarily character actor play love every actor like mark wahlberg halle berry probably love j k simon hated treated character pivotal character barely twist movie made confused surprised drop twist touch upon much later film,0,original,medium
worst slow movie go nowhere even explain viewer rating hand injury get shot hand last scene make no sense hour never get back,0,original,medium
darker thought would great see ed harris something new bill murray no less not much murray screen time hoped,1,original,medium
good one return past american pie,2,original,medium
husband absolutely love movie packed exciting thrilling action also amazing love story acting incredible cast perfect cant say enough good movie one movie definitely wan na watch,2,original,medium
typical u mcdonald china town new york,2,original,medium
food,1,original,medium
lobby closed no sign reason no curbside spot super long drive thru wait attempt call see lobby closed no one would answer phone,0,original,medium
crowded managing well bathroom dirty,1,original,medium
always great food,2,original,medium
start saying really like lot steven soderbergh work awful dialogue clunky lot acting seemed forced wooden four main character family no chemistry together family two kid two parent seemed like unpleasant teenager hanging arguing storyline went strange direction never really finished seemed set story haunted house maybe really legal issue thing wife lucy liu involved looked like might get trouble end marriage came several time left completely unresolved kind disappeared seen critic review completely agree critic episode jumped shark,0,original,medium
could watched house tv movie,1,original,medium
staff rude asked use restroom lady working awful everything almost afraid eat let alone use restroom syay away,0,original,medium
boring slow least not predictable,0,original,medium
good one found footage horror interesting intriguing story,2,original,medium
liked singing dancing acting set costume special effect story line everything,2,original,medium
want director cut movie premiere justice baldoni wayfarer,0,original,medium
movie lot fun equal part funny scary enjoyed,2,original,medium
boring not sensual steamy romance say supposed impressed actor hated story boring,0,original,medium
good parking lot seems like short staff dirty inside garbage container fully loaded,1,original,medium
slowest service ever taste food hope not bad,0,original,medium
tour de force visual flair undone choppy pace pretentious platitude uneven acting make quite anathema egger version show promise yet ultimately fall flat weight cinematic adaptation inspired,0,original,medium
loved biscuit sausage egg cheese coffee,2,original,medium
great storytelling unpredictable best thug ever seen definitely best actress rough fun real definitely deserves prize every act essence enjoyable no spoiler love ending,2,original,medium
give chance good watch,2,original,medium
absolutely intriguing biopic bob dylan opinion father really enjoyed movie grew listening dylan grew father listening dylan not many movie truly capture attention hold end james mangold gift enables watching one movie acting great chalamet dylan edward norton playing pete seeger opinion still amazing actor supporting cast good made adventurous good time laugh would honestly recommend fan dylan not story behind incredible young man never get old,2,original,medium
great coffee special shot,2,original,medium
drive almost always packed not computer go inside also always busy,1,original,medium
good food not many people not long line people attended u quickly thing bathroom open morning arrived early hee,2,original,medium
really cool atmosphere however line extremely long even night kiosk make order operational visited price extremely high double price menu item home state,1,original,medium
worst movie ever seen actually rented feel guilty crime redemption may found warning however bad think movie one significantly worse,0,original,medium
good restaurant fast good meal,2,original,medium
excited watch movie actually watched acting quite mediocre funny scene tacky know whether rushed meet deadline film thoroughly planned venom spiderman far convincing entertaining opinion think tried series instead movie bigger budget get grade actor made something similar tv series strain simbiote keep infecting high profile figure causing wreck havoc,0,original,medium
nice enough film feel like want time back anything something missing get star definitely not star film,1,original,medium
care film thought boring uninteresting would not recommend movie anyone,0,original,medium
wouldnt behind enemy line knob idiot got trouble know recon playing xbox lol not painful good perve worth hire,0,original,medium
best superhero movie ever made actually worst movie,2,original,medium
one twisted original unique movie ever seen,2,original,medium
two movie one first murder mystery second story drug police corruption halfway movie seems lose interest first story watchable moment take many character becomes hard follow del torro good genre detective walk around like clinically depressed guess started true detective movie supposed set rural maine nothing look feel like rural maine small town maine police department example would not homicide division many cop generally level crime least not day cop wife house not look like rural new england movie would made sense set atlanta filmed,1,original,medium
started promising bad technical detail started lose soon anyone real aviation experience hit wall within minute forgave enjoyed middle act descended pure farce last act old son literally rolling around laughing hysterically ridiculousness great comedy value enjoy picking hole thing rubbish thriller expect integrity accuracy movie,0,original,medium
good watch uncomplicated linear story nobody trying next great film solid narrative story bit action fantastical element bring together mystery little romance spice small cast limited set special effect go narrative well would gone bad bigger budget solid entertaining movie everyone writing directing camera actor special effect delivered quality given hollywood able create sort movie assume budget small part work,1,original,medium
much gore started well end terrible dont get even nominated oscar,1,original,medium
love food area come back,2,original,medium
worked good people job well,2,original,medium
tortilla stale ask want sauce going give lol,0,original,medium
whole family love movie grew gon na wan na watch funny underdog turned hero little romance thrown long oddity gon na love movie make laugh hard need good grown ups type laugh watch way one watch first time saw movie couple year ago think watched time,2,original,medium
waste dollar rude manager no better use u much salt messed order need step like real,0,original,medium
great portia best,2,original,medium
excellent movie tom hardy outstanding always non slavic cast weird accent even matter story performance must watch,2,original,medium
thought provoking well acted surprising flash humor,1,original,medium
one best broadway musical turned movie magical set design thought grand acting believable kudos ariana pulling character made stayed true character vocal around amazing costuming whimsical cant wait part,2,original,medium
best employee courteous helpful,2,original,medium
sat drive thru close minute waiting order taken asking twice anyone told give minute gave drove,0,original,medium
service alot quicker staff friendly,1,original,medium
give star easily movie deserves period time captured perfectly equipment clothing haircut etc done good lot people see difference real imago acting good story clear pace film also good highly recommend,2,original,medium
wonderful film incredible cinematography courageous directing time feature long director language community still speak beautiful highly recommend seeing interesting historical relevance mountain community era,2,original,medium
not good like watching crappy b rated movie story line predictable effect horrible,0,original,medium
nope not one,0,original,medium
fun place go maybe twice went weekend ordering kiosk line slow people know use ordering kiosk mcdonald pasta pizza bummed wanted try pasta ended ordering regular meal get mcdonald seating easy find table clean employee helpful arcade upstairs seemed pretty cool definitely unique play game play play place enjoyed seeing mac tonight playing piano next time get dessert,1,original,medium
pretty good movie not favorite enjoyed cast thought girl red thing blonde hair pretty definitely not best movie almost horror movie fan guy,2,original,medium
not horrible minor attempt special effect slow mo discredited movie anything music flashback come across cheesy point end get raft showing random dead character much role movie,0,original,medium
always missing food bag,1,original,medium
music intoxicating looked fact instead sacrificing song,0,original,medium
fast clean,2,original,medium
breakfast mickey d cant really go wrong,1,original,medium
poor customer service,0,original,medium
fry soggy even requested fresh fry always forget something check bag u pull away,1,original,medium
movie probably not want look beyond expectation together first film portrays story arthur fleck joker beautiful way content,1,original,medium
first nothing happened happened kept happening minute gave repainted bathroom meaning get round get half point motivating,0,original,medium
picky eater treat great saying no vegetable,1,original,medium
movie much potential cool concept never seen boring honest really expected much much considering promising beginning movie looked,0,original,medium
great music scenic educational,2,original,medium
must see best movie dealing subject child trafficking far,2,original,medium
watched one simply seen previous two way better film one focus heavily nostalgia gimmick frankly necessary really add anything wade wilson deadpool announcing going avenger future disney make money used overblown franchise gimmick lot nostalgia film hugh jackman wolverine probably character added anything otherwise useless film deadpool franchise,0,original,medium
amazing movie make laugh make cry leave remembering inner child let credit director crew,2,original,medium
freshly made food,1,original,medium
never got see play see make sense havent seen play pea read wicked seeing movie movie not good play still good cinematography cynthia ariana singing song made worth watch alone,2,original,medium
colorful vibrant friendly warm much singing definitely meant kid story incredibly simple not memorable disney movie,1,original,medium
mobile order thing asked extra onion got none difficult people understand english even said receipt extra onion,0,original,medium
shamrock shake best thing world resist hate fast food damn need green frozen milk cup joy certainly glad not available long pound mcd open hour day evil,2,original,medium
evenly paced procedural build slow climax acting carry,2,original,medium
thoroughly enjoyed movie lot twist turn,2,original,medium
like really cold water longer let soak get little used time still want get really long run not terrible,0,original,medium
completely messed small order took minute correct,0,original,medium
mcdonalds fine got large order correct everything tasted fine kind sketchy neighborhood look creepy dude talking might punch car,1,original,medium
buy coffee ask bathroom told closed open take even though walked restaurant no amount pleading would make cashier budge urgent standard answer age garbage policy today covid,0,original,medium
terrible always something never got order way want,0,original,medium
best bad hallmark movie music awful one wonder budget good music redeeming performance jenny slate wonderful sister best friend otherwise terrible waste time,0,original,medium
finally got around watching substance let tell wild ride directed coralie fargeat film bold mix body horror dark comedy take hard look society obsession youth beauty not faint hearted movie push boundary one worth time story center elisabeth played demi moore aging hollywood star desperate reclaim former glory turn experimental drug promise restore youth thing go horribly wrong leading series grotesque darkly comedic event moore performance nothing short fearless dive deep role unafraid showcase vulnerability vanity equal measure arguably one best performance year visually film stunning disturbing fargeat shy away graphic imagery using satirize length people go maintain youth cinematography sharp special effect impressively unsettling adding film overall impact however substance without flaw critic feel film approach theme lack subtlety making commentary aging beauty standard feel heavy handed additionally film intense graphic content may not sit well viewer potentially overshadowing underlying message despite issue found substance daring thought provoking film challenge societal norm force viewer confront often grotesque nature obsession appearance stomach gore appreciate dark satire film offer unique cinematic experience hard forget,1,original,medium
lived next mcdonald year never go overwhelming number vagrant around building two kid course like mcdonald recently renovated optimistic took breakfast right away bum outside door yelling walked another one lying ground next table went back month later happy meal kid wanted eat table floor dirty still bum outside waiting food homeless guy wanted use bathroom lock asked worker said customer homeless guy started block house,0,original,medium
one boring movie ever seen many character story riot prisoner die camera zoom like extremely important character story also cal part brotherhood adopted brotherhood not beginning movie really really boring slow not unlike game barely anything make sense rather wear shoe glass shard drink petrol play beginning ac watch movie,0,original,medium
highly entertaining best marvel trilogy comedy consistently high quality story second film not endearing comedic element lift would put guardian galaxy shelf third one fell short knowing disney though fourth deadpool going rotten mess,1,original,medium
burrito hard tortilla,1,original,medium
tasty unhealthy perfect weight gain problem digestion system still worth try double quater pounder cheese amazing,2,original,medium
hate hit wrong end star good cheeseburger good fry nice hot way like gave star,2,original,medium
child published thriller novel british writer tom rob smith first novel trilogy featuring former mgb agent leo demidov investigates series gruesome child murder joseph stalin soviet union theme novel first trilogy take inspiration crime andrei chikatilo evilenko though operated much later also known rostov ripper butcher rostov red ripper convicted executed murder soviet union addition highlighting problem soviet era criminality state no crime novel explores paranoia age education system secret police apparatus orphanage homosexuality ussr mental hospital second book trilogy called secret speech april like predecessor successor agent published simon schuster uk july u january feature character leo demidov wife raisa child nominated international award seven translated language ridley scott optioned film right reception new york time called child tightly woven ingeniously plotted high voltage story sunday telegraph praised memorable debut atmosphere paranoia paralysing fear brilliantly portrayed unremittingly grim kirkus review gave starred review calling smashing nerve wracking pace atmosphere camouflage wild coincidence observer review peter guttridge praised thrilling intense piece fiction another new york time reviewer called adequate police procedural review paperback edition guardian said story exciting character dialogue underdeveloped prose studiously bland view mirrored review guardian angus macqueen stated compelling detective story desire plot encompass every element soviet history eventually override sense artistic seriousness macqueen state novel remains real achievement delivers pleasure brilliant airport read,1,original,medium
not funny thought would,1,original,medium
fast food,2,original,medium
solidly written acted end tied quickly logically left wondering figure sooner,1,original,medium
macdonalds fell short good quality customer service staff rude u customer day visit messed order ended eating min apart wife disappointed place clean ask key go restroom vega vacation stayed ndalay closest one u day wanted macdonalds decided drive min,0,original,medium
strep type predictable beginning boring,1,original,medium
get lady push window early serving nasty attitude wrong order early morning,0,original,medium
enjoyed movie like captain underpants movie really good film helped dreamworks start high note brief appearance george harold writing story would great though thing captain underpants cameo,1,original,medium
loved,2,original,medium
travel around world one best mcdonald manager super kind best customer service ever,2,original,medium
felt like hulk movie not like vibranium man lot writing error movie plot hole even actually liked red hulk like less minute hurt captain america due vibranium second later break vibranium wing half one many writing error captain america talk hulk not want captain america keep talking people falcon winter solider,0,original,medium
movie comically bad shailene woodley genuinely worst actress made movie hard watch studio would gotten better review never made movie dialogue truly awful action farthest thing believable knew would cringe worthy saw woodley executive producer film shailene go back eating clay leave movie making people know,0,original,medium
not fast food restaurant wait minute,0,original,medium
favorite place fair price good food best crew,2,original,medium
drive thru food good fast,1,original,medium
hellboy look awful not entertaining lacking silly quality look like direct video streaming big let loved guillermo del toro original hellboy easily worst hellboy,0,original,medium
really good place eat place clean,1,original,medium
powerful moving feel though film need shown intense journey start finish,2,original,medium
absolutely done location always seem get woman drive thru know name know voice screw every single time try correct get mad act like fault know special need something learning disability hard hearing get even lately hear actually make sure enunciate clearly seem help young man occasionally get always point never messed order guessing related management incriminating photo something absolutely no people skill not go back place,0,original,medium
little expensive average mcdonalds suppose expected due location one nice benefit accept coupon mcdonald app,1,original,medium
staff member made mistake realise back hotel returned pick missing salad drink rude member staff ignored u went collect desk staff member ignored u followed told u go woman refused requested deal u no receipt ticket number taken receipt initial order eventually gave tried give u original drink erm trying con would know drink sat side going cold anyway,0,original,medium
star gratuitous nudity star midget another gratuitous nudity,1,original,medium
part really ridiculous,0,original,medium
follow unlikely band thief attempt save world least not mess process exceptional cast quirky character fictional world dungeon dragon manage scam way heart attempt pull impossible whip smart dialogue slick slew action sequence fantasy adventure help enjoy,2,original,medium
one worst mcdonald hav,0,original,medium
robbie williams matter elvis queen ray charles elton john legendary artist people matter long several died williams unserious rely artistically cheap financially extremely expensive gimmick williams chimp man,0,original,medium
service lousy sit drive thru minute even placing order get large sweet tea wait another minute get hate not another one close want wait place,1,original,medium
gripping drama classic tale bit long great acting must see famous novel french literature hero villain wicked tale revenge,1,original,medium
dont love movie no soul,2,original,medium
great setting acting lousy script,0,original,medium
cashier anaya professional best smile greeted kindly place clean back,2,original,medium
knew movie going brutal going nearly hour long preview live time took watch needed editor cut story minute oscar win speech explained editor afraid job,1,original,medium
good film looking forward part,1,original,medium
fun playground huge also arcade shopping inside kid thought elevator neat ride mc,2,original,medium
movie figure wanted fantasy wild wild west post apocalypse movie could cross genre one not well dialog stilted sounded connect character know motivated care hard watch whole thing partially due oppressive background color,0,original,medium
much music not enough action,0,original,medium
start slow first min entertaining definitely worth going cheap movie day,1,original,medium
enjoyed movie liked rhino came mean ups down story could much better scene cgi one think dubbed voice couple shot sounded bad overall liked movie recommend watch,1,original,medium
one day everything needed keke palmer sza insane chemistry making every moment feel real entertaining comedy vibe chaos perfect one movie keep hooked start finish literally laughing loud rooting whole time looking fun feel good movie great performance dope soundtrack highly recommend,2,original,medium
mess order constantly,0,original,medium
avoid biggest disappointment restaurant total lack service mindedness staff got order wrong ordered dubble cheese burger got regular cheese burger instead solution take said burger simply slap another patty giving back also forgot include item order like sauce give u reciept purchase friend asked one staff member sauce ordered spoke spanish even though made clear understand time finally getting sauce staff laughed left least place clean seriously avoid lot better food place nearby,0,original,medium
love see josh hartnett getting back saddle movie new pov serial killer movie twist turn character navigate enclosed space like concert venue fun watch,1,original,medium
watched bridget jones movie one really made cry lot good way brilliant movie,2,original,medium
lot action special affect little hard follow even though saw straight,1,original,medium
clean fast service,1,original,medium
boring worse clown,0,original,medium
stopped liquid refreshment today due extremely hot weather really delicious,2,original,medium
absolutely hilarious lost count many time laughed loud one funniest horror comedy seen long time,2,original,medium
slowest employee ever inefficient group worker feel bad cause older look like kind trying everyone line frustrated af,0,original,medium
especially love fliet fish,2,original,medium
movie change aspect ratio pretty often distracting good movie explores meeting main hero infinity saga bit jarring went hating suddenly fighting together quickly end,1,original,medium
good film nice animation,2,original,medium
modern take traditional ghost story used turn vehicle tell detective story rhe viewer made detective nostalgia sadness pervasive backdrop refreshing viewing liked,1,original,medium
forgot working customer service talk people favor instead helping,0,original,medium
food mcdonald typical like new design many lately filthy hour half letting kid eat play not see anyone clean table anything floor would also helpful napkin play area could clean mess without leaving kid taking whole crew,1,original,medium
boarder line masterpiece accurately depict p barnum actual life probably not thats critic panty bunch amazing piece cinema hugh jackman zac efron co star deliver amazing artistic performance rotten tomato wrong,2,original,medium
wild great movie little worth watching demi definitely deserved award,2,original,medium
mashed genre well movie better similar work come recen year also enjoyed lead smart brave chemistry sweet despite blood,1,original,medium
hard watch gary oldman movie good not sure add dracula universe,1,original,medium
movie called horror aging,0,original,medium
small table uncomfortable sit service slow morning unable provide table service food left counter waiting table number asking taking long,1,original,medium
transformer rise beast liked mirage whole transwarp key storyline big fan also not like noah elena wish sam mikela first three movie would give,0,original,medium
judge stefan mortensen phenomenal geoffrey rush suffers stroke confined nursing home quickly discovers target psychopath named dave crealy ridiculously good ghastly john lithgow torment everyone baby doll baby doll named jenny pen no eye shiversssssss movie put psycho psychological thriller one horrifying film helplessness tormented seemingly gleeful way clearly get away antic everybody staff either believe stefan think exaggerating no security camera staff seems take powder constantly mean around caring not clearly wreaks havoc resident life especially stefan roommate tony sympathetic george henare twisted take classic tale bully torment peer except case bully peer care home resident creepy sad time one stay ya b,1,original,medium
film cinematic masterpiece one devoted lover pixel beautifully written cgi amazing absolute must see seriously missing favourite film practically whole life watched time still get boring ever great film would recommend,2,original,medium
could watched movie tear ricochet would fine intoxicating cringy difficult watch like c mon even outfit either basic extremely hideous although save performance cast message behind film feel like romanticizing problem necessary said never normal deep moment either cringy lily blossom bloom florist really toxic af fifty shade gray overall thank god read book bc done justin baldoni colleen hoover would killed worst catastrophic way finally end life imitates art wrong,0,original,medium
realistic portrayal addiction tom holland heartbreaking watch hitting rock bottom important humanize people story,2,original,medium
ice cream cone soda iced coffee everything great thanks,2,original,medium
even though seen broadway musical yet loved movie well written acted directed visuals production design phenomenal performance cynthia erivo rest cast outstanding music song catchy memorable fantastic journey strange whimsical land oz provides fascinating backstory iconic cinema villain great lead classic wizard oz story highly recommend watching movie,2,original,medium
dare no double dare take emmanuelle challenge film full beauty full sex sometimes miss pubic hair,1,original,medium
